source_id,location_name,url,category_name,sequence_number,product_name,product_name_cleaned,price,pc_count,size,description,product_image
02746,5 Points In-Line,https://order.chick-fil-a.com/menu/mobile-salads/salad-spicy-southwest,Salads,165,Spicy Southwest Salad w/ Spicy Grilled Filet (Cold),Spicy Southwest Salad W Spicy Grilled Filet Cold,9.39,1,,"Slices of grilled spicy chicken breast (cold) served on a fresh bed of mixed greens, topped with grape tomatoes, a blend of Monterey Jack and Cheddar cheeses, and a zesty combination of roasted corn, black beans, poblano chiles, and red bell peppers. Made fresh daily. Served with Seasoned Tortilla Strips and Chili Lime Pepitas. Pairs well with Creamy Salsa dressing.",https://www.cfacdn.com/img/order/menu/Online/Salads%26wraps/sswSalad_spicyGrilled_desk.png
02746,5 Points In-Line,https://order.chick-fil-a.com/menu/mobile-salads/salad-spicy-southwest,Salads,166,Spicy Southwest Salad w/ Grilled Filet (Cold),Spicy Southwest Salad W Grilled Filet Cold,9.39,1,,"Sliced, grilled filet(cold) served on a fresh bed of mixed greens, topped with grape tomatoes, a blend of Monterey Jack and Cheddar cheeses, and a zesty combination of roasted corn, black beans, poblano chiles, and red bell peppers. Prepared fresh daily. Served with Seasoned Tortilla Strips and Chili Lime Pepitas. Pairs well with Creamy Salsa dressing.",https://www.cfacdn.com/img/order/menu/Online/Salads%26wraps/sswSalad_grilled_Desk.png
02746,5 Points In-Line,https://order.chick-fil-a.com/menu/mobile-salads/salad-spicy-southwest,Salads,167,Spicy Southwest Salad w/ Nuggets,Spicy Southwest Salad W Nuggets,9.39,1,,"Chick-fil-A Nuggets® served on a fresh bed of mixed greens, topped with grape tomatoes, a blend of Monterey Jack and Cheddar cheeses, and a zesty combination of roasted corn, black beans, poblano chiles, and red bell peppers. Prepared fresh daily. Served with Seasoned Tortilla Strips and Chili Lime Pepitas. Pairs well with Creamy Salsa dressing.",https://www.cfacdn.com/img/order/menu/Online/Salads%26wraps/sswSalad_nug_desk.png
02746,5 Points In-Line,https://order.chick-fil-a.com/menu/mobile-salads/salad-spicy-southwest,Salads,168,Spicy Southwest Salad w/ Grilled Nuggets,Spicy Southwest Salad W Grilled Nuggets,9.39,1,,"Grilled Nuggets served hot on a fresh bed of mixed greens, topped with grape tomatoes, a blend of Monterey Jack and Cheddar cheeses, and a zesty combination of roasted corn, black beans, poblano chiles, and red bell peppers. Prepared fresh daily. Served with Seasoned Tortilla Strips and Chili Lime Pepitas. Pairs well with Creamy Salsa dressing.",https://www.cfacdn.com/img/order/menu/Online/Salads%26wraps/sswSalad_grilledNug_desk.png
02746,5 Points In-Line,https://order.chick-fil-a.com/menu/mobile-salads/salad-spicy-southwest,Salads,169,Spicy Southwest Salad w/ Chick-fil-A Chick-n-Strips®,Spicy Southwest Salad W Chick Fil A Chick N Strips,9.39,1,,"Chick-n-Strips® served on a fresh bed of mixed greens, topped with grape tomatoes, a blend of Monterey Jack and Cheddar cheeses, and a zesty combination of roasted corn, black beans, poblano chiles, and red bell peppers. Prepared fresh daily. Served with Seasoned Tortilla Strips and Chili Lime Pepitas. Pairs well with Creamy Salsa dressing.",https://www.cfacdn.com/img/order/menu/Online/Salads%26wraps/sswSalad_strips_desk.png
02746,5 Points In-Line,https://order.chick-fil-a.com/menu/mobile-salads/salad-spicy-southwest,Salads,170,Spicy Southwest Salad w/ Chick-fil-A® Filet,Spicy Southwest Salad W Chick Fil A Filet,9.39,1,,"Slices of grilled spicy chicken breast served on a fresh bed of mixed greens, topped with grape tomatoes, a blend of Monterey Jack and Cheddar cheeses, and a zesty combination of roasted corn, black beans, poblano chiles, and red bell peppers. Prepared fresh daily. Served with Seasoned Tortilla Strips and Chili Lime Pepitas. Pairs well with Creamy Salsa dressing.",https://www.cfacdn.com/img/order/menu/Mobile/Salads/Menu%20Item/Jun2020_SSW_CFA_desk.png
02746,5 Points In-Line,https://order.chick-fil-a.com/menu/mobile-salads/salad-spicy-southwest,Salads,171,Spicy Southwest Salad w/ Spicy Filet,Spicy Southwest Salad W Spicy Filet,9.39,1,,"Spicy Filet served on a fresh bed of mixed greens, topped with grape tomatoes, a blend of Monterey Jack and Cheddar cheeses, and a zesty combination of roasted corn, black beans, poblano chiles, and red bell peppers. Prepared fresh daily. Served with Seasoned Tortilla Strips and Chili Lime Pepitas. Pairs well with Creamy Salsa dressing.",https://www.cfacdn.com/img/order/menu/Mobile/Salads/Menu%20Item/Jun2020_SSW_SpicyFilet_desk.png
02746,5 Points In-Line,https://order.chick-fil-a.com/menu/mobile-salads/salad-spicy-southwest,Salads,172,Spicy Southwest Salad w/ Grilled Filet (Warm),Spicy Southwest Salad W Grilled Filet Warm,9.39,1,,"Whole, grilled filet(warm) served on a fresh bed of mixed greens, topped with grape tomatoes, a blend of Monterey Jack and Cheddar cheeses, and a zesty combination of roasted corn, black beans, poblano chiles, and red bell peppers. Prepared fresh daily. Served with Seasoned Tortilla Strips and Chili Lime Pepitas. Pairs well with Creamy Salsa dressing.",https://www.cfacdn.com/img/order/menu/Mobile/Salads/Menu%20Item/Jun2020_SSW_grill_desk.png
02746,5 Points In-Line,https://order.chick-fil-a.com/menu/mobile-salads/salad-spicy-southwest,Salads,173,Spicy Southwest Salad w/ No Chicken,Spicy Southwest Salad W No Chicken,7.09,1,,"A fresh bed of mixed greens, topped with grape tomatoes, a blend of Monterey Jack and Cheddar cheeses, and a zesty combination of roasted corn, black beans, poblano chiles, and red bell peppers. Prepared fresh daily. Served with Seasoned Tortilla Strips and Chili Lime Pepitas. Pairs well with Creamy Salsa dressing.",https://www.cfacdn.com/img/order/menu/Online/Salads%26wraps/sswSalad_noMeat_desk.png
02746,5 Points In-Line,https://order.chick-fil-a.com/menu/mobile-salads/salad-market,Salads,174,Grilled Market Salad w/ Grilled Filet (Cold),Grilled Market Salad W Grilled Filet Cold,9.39,1,,"Sliced grilled chicken breast served on a fresh bed of mixed greens, topped with crumbled blue cheese and a mix of red and green apples, strawberries and blueberries. Prepared fresh daily. Served with Harvest Nut Granola and Roasted Almonds. Pairs well with Zesty Apple Cider Vinaigrette.",https://www.cfacdn.com/img/order/menu/Online/Salads%26wraps/marketSalad_grilled_desk.png
02746,5 Points In-Line,https://order.chick-fil-a.com/menu/mobile-salads/salad-market,Salads,175,Grilled Market Salad w/ Spicy Grilled Filet (Cold),Grilled Market Salad W Spicy Grilled Filet Cold,9.39,1,,"Sliced grilled chicken breast served on a fresh bed of mixed greens, topped with crumbled blue cheese and a mix of red and green apples, strawberries and blueberries. Made fresh daily. Served with Harvest Nut Granola and Roasted Almonds. Pairs well with Zesty Apple Cider Vinaigrette.",https://www.cfacdn.com/img/order/menu/Online/Salads%26wraps/marketSalad_spicyGrilled_desk.png
02746,5 Points In-Line,https://order.chick-fil-a.com/menu/mobile-salads/salad-market,Salads,176,Grilled Market Salad w/ Chick-fil-A Chick-n-Strips®,Grilled Market Salad W Chick Fil A Chick N Strips,9.39,1,,"Chick-n-Strips™️ served on a fresh bed of mixed greens, topped with crumbled blue cheese and a mix of red and green apples, strawberries and blueberries. Made fresh daily. Served with Harvest Nut Granola and Roasted Almonds. Pairs well with Zesty Apple Cider Vinaigrette.",https://www.cfacdn.com/img/order/menu/Online/Salads%26wraps/marketSalad_strips_desk.png
02746,5 Points In-Line,https://order.chick-fil-a.com/menu/mobile-salads/salad-market,Salads,177,Grilled Market Salad w/ Nuggets,Grilled Market Salad W Nuggets,9.39,1,,"Chick-fil-A Nuggets® served on a fresh bed of mixed greens, topped with crumbled blue cheese and a mix of red and green apples, strawberries and blueberries. Prepared fresh daily. Served with Harvest Nut Granola and Roasted Almonds. Pairs well with Zesty Apple Cider Vinaigrette.",https://www.cfacdn.com/img/order/menu/Online/Salads%26wraps/marketSalad_nug_desk.png
02746,5 Points In-Line,https://order.chick-fil-a.com/menu/mobile-salads/salad-market,Salads,178,Grilled Market Salad w/ Grilled Nuggets,Grilled Market Salad W Grilled Nuggets,9.39,1,,"Grilled Nuggets served on a fresh bed of mixed greens, topped with crumbled blue cheese and a mix of red and green apples, strawberries and blueberries. Prepared fresh daily. Served with Harvest Nut Granola and Roasted Almonds. Pairs well with Zesty Apple Cider Vinaigrette.",https://www.cfacdn.com/img/order/menu/Online/Salads%26wraps/marketSalad_grilledNug_desk.png
02746,5 Points In-Line,https://order.chick-fil-a.com/menu/mobile-salads/salad-market,Salads,179,Grilled Market Salad w/ Chick-fil-A® Filet,Grilled Market Salad W Chick Fil A Filet,9.39,1,,"Sliced grilled chicken breast served on a fresh bed of mixed greens, topped with crumbled blue cheese and a mix of red and green apples, strawberries and blueberries. Made fresh daily. Served with Harvest Nut Granola and Roasted Almonds. Pairs well with Zesty Apple Cider Vinaigrette.",https://www.cfacdn.com/img/order/menu/Mobile/Salads/Menu%20Item/Jun2020_market_CFA_desk.png
02746,5 Points In-Line,https://order.chick-fil-a.com/menu/mobile-salads/salad-market,Salads,180,Grilled Market Salad w/ Spicy Filet,Grilled Market Salad W Spicy Filet,9.39,1,,"Spicy Filet served on a fresh bed of mixed greens, topped with crumbled blue cheese and a mix of red and green apples, strawberries and blueberries. Made fresh daily. Served with Harvest Nut Granola and Roasted Almonds. Pairs well with Zesty Apple Cider Vinaigrette.",https://www.cfacdn.com/img/order/menu/Mobile/Salads/Menu%20Item/Jun2020_market_SpicyFilet_desk.png
02746,5 Points In-Line,https://order.chick-fil-a.com/menu/mobile-salads/salad-market,Salads,181,Grilled Market Salad w/ Grilled Filet (Warm),Grilled Market Salad W Grilled Filet Warm,9.39,1,,"Whole grilled filet (warm) served on a fresh bed of mixed greens, topped with crumbled blue cheese and a mix of red and green apples, strawberries and blueberries. Made fresh daily. Served with Harvest Nut Granola and Roasted Almonds. Pairs well with Zesty Apple Cider Vinaigrette.",https://www.cfacdn.com/img/order/menu/Mobile/Salads/Menu%20Item/Jun2020_market_grill_desk.png
02746,5 Points In-Line,https://order.chick-fil-a.com/menu/mobile-salads/salad-market,Salads,182,Grilled Market Salad w/ No Chicken,Grilled Market Salad W No Chicken,7.09,1,,"A fresh bed of mixed greens, topped with crumbled blue cheese and a mix of red and green apples, strawberries and blueberries. Prepared fresh daily. Served with Harvest Nut Granola and Roasted Almonds. Pairs well with Zesty Apple Cider Vinaigrette.",https://www.cfacdn.com/img/order/menu/Online/Salads%26wraps/marketSalad_noMeat_Desk.png
02746,5 Points In-Line,https://order.chick-fil-a.com/menu/mobile-treats/frosted-lemonade,Treats,183,Frosted Lemonade,Frosted Lemonade,4.09,1,,This refreshing treat is a hand-spun combination of Chick-fil-A® Lemonade (or Diet Lemonade) and our signature Icedream® dessert.,https://www.cfacdn.com/img/order/COM/Menu_Refresh/Drinks/Drinks%20Desktop/_0000s_0000_FrostedLemonade.png
02746,5 Points In-Line,https://order.chick-fil-a.com/menu/mobile-treats/frosted-coffee,Treats,184,Frosted Coffee,Frosted Coffee,4.09,1,,A hand-spun treat that combines a custom blend of cold-brewed coffee with our signature Icedream® dessert.,https://www.cfacdn.com/img/order/COM/Menu_Refresh/Treats/Treats%20Desktop/_0001s_0004_%5BFeed%5D_0005s_0000_Treats_Frosted-Coffee.png
02746,5 Points In-Line,https://order.chick-fil-a.com/menu/mobile-treats/cookie-chocolate-chunk,Treats,185,Chocolate Chunk Cookie,Chocolate Chunk Cookie,1.49,1,,"Baked each day in our Restaurants, these cookies have both semi-sweet dark and milk chocolate chunks, along with wholesome oats for an old-fashioned touch.",https://www.cfacdn.com/img/order/menu/Online/Sides%26treats/cccookie_desk.png
02746,5 Points In-Line,https://order.chick-fil-a.com/menu/mobile-treats/cookie-chocolate-chunk,Treats,186,6 pack Chocolate Chunk Cookie,6 Pack Chocolate Chunk Cookie,8.39,6,,"Baked each day in our Restaurants, these cookies have both semi-sweet dark and milk chocolate chunks, along with wholesome oats for an old-fashioned touch.",https://www.cfacdn.com/img/order/menu/Online/Sides%26treats/ccCookieBag_6pk_Desk.png
02746,5 Points In-Line,https://order.chick-fil-a.com/menu/mobile-treats/brownie-group,Treats,187,Chocolate Fudge Brownie,Chocolate Fudge Brownie,2.09,1,,A decadent dessert treat with rich semi-sweet chocolate melted into the batter and fudgy chunks. Available individually or in a tray.,https://www.cfacdn.com/img/order/menu/Online/Sides%26treats/ChocolateFudgeBrownie_desk.png
02746,5 Points In-Line,https://order.chick-fil-a.com/menu/mobile-treats/cookies-cream-milkshake,Treats,188,Cookies & Cream Milkshake,Cookies Cream Milkshake,4.19,1,,"Our creamy Cookies & Cream Milkshakes are hand-spun the old-fashioned way each time and feature delicious Chick-fil-A Icedream® dessert, topped with whipped cream and a cherry (except when served via delivery).",https://www.cfacdn.com/img/order/COM/Menu_Refresh/Treats/Treats%20Desktop/_0001s_0000_%5BFeed%5D_0005s_0004_Treats_Cookies-Cream-Milkshake.png
02746,5 Points In-Line,https://order.chick-fil-a.com/menu/mobile-treats/chocolate-milkshake,Treats,189,Chocolate Milkshake,Chocolate Milkshake,4.19,1,,"Our creamy Chocolate Milkshakes are hand-spun the old-fashioned way each time and feature delicious Chick-fil-A Icedream® dessert, topped with whipped cream and a cherry (except when served via delivery).",https://www.cfacdn.com/img/order/COM/Menu_Refresh/Treats/Treats%20Desktop/_0001s_0005_%5BFeed%5D_0005s_0005_Treats_Chocolate-Milkshake.png
02746,5 Points In-Line,https://order.chick-fil-a.com/menu/mobile-treats/strawberry-milkshake,Treats,190,Strawberry Milkshake,Strawberry Milkshake,4.19,1,,"Our creamy Strawberry Milkshakes are hand-spun the old-fashioned way each time and feature delicious Chick-fil-A Icedream® dessert, topped with whipped cream and a cherry (except when served via delivery).",https://www.cfacdn.com/img/order/COM/Menu_Refresh/Treats/Treats%20Desktop/_0001s_0001_%5BFeed%5D_0005s_0003_Treats_Strawberry-Milkshake.png
02746,5 Points In-Line,https://order.chick-fil-a.com/menu/mobile-treats/vanilla-milkshake,Treats,191,Vanilla Milkshake,Vanilla Milkshake,4.19,1,,"Our creamy Vanilla Milkshakes are hand-spun the old-fashioned way each time and feature delicious Chick-fil-A Icedream® dessert, topped with whipped cream and a cherry (except when served via delivery).",https://www.cfacdn.com/img/order/COM/Menu_Refresh/Treats/Treats%20Desktop/_0001s_0002_%5BFeed%5D_0005s_0002_Treats_Vanilla-Milkshake.png
02746,5 Points In-Line,https://order.chick-fil-a.com/menu/mobile-treats/icedream-cup,Treats,192,Chick-fil-A® Icedream® Cup,Chick Fil A Icedream Cup,1.35,1,,"A delicious, frozen dairy treat with an old-fashioned vanilla taste.",https://www.cfacdn.com/img/order/menu/Online/Sides%26treats/IceDream_RedCup_800x800.png
02746,5 Points In-Line,https://order.chick-fil-a.com/menu/mobile-kidsmeals/kd-meal-nuggets,Kid's Meals,193,5 Ct Nuggets Kid's Meal,5 Ct Nuggets Kid S Meal,5.39,5,,"Includes a 5-count of Chick-fil-A® Nuggets, a choice of a small Side Item (Buddy Fruits® Apple Sauce, Mac & Cheese, Chick-fil-A Waffle Potato Fries®, or Fruit Cup), a kid’s size drink and a prize. ",https://www.cfacdn.com/img/order/menu/Online/Meals/Nov2019_kdMeal_5ctNugget_desktop.png
02746,5 Points In-Line,https://order.chick-fil-a.com/menu/mobile-kidsmeals/kd-meal-strips,Kid's Meals,194,2 Ct Chick-n-Strips® Kid's Meal,2 Ct Chick N Strips Kid S Meal,5.85,2,,"Includes a 2-count of Chick-fil-A Chick-n-Strips®, a choice of a small Side Item (Buddy Fruits® Apple Sauce, Mac & Cheese, Chick-fil-A Waffle Potato Fries®, or Fruit Cup), a kid’s size drink and a prize. ",https://www.cfacdn.com/img/order/menu/Online/Meals/kidsMeal_strips_2ct_milk_fruit_PDP_Desk.png
02746,5 Points In-Line,https://order.chick-fil-a.com/menu/mobile-kidsmeals/kd-meal-grilled-nuggets,Kid's Meals,195,5 Ct Grilled Nuggets Kid's Meal,5 Ct Grilled Nuggets Kid S Meal,5.95,5,,"Includes a 5-count of Chick-fil-A® Grilled Nuggets, a choice of a small Side Item (Buddy Fruits® Apple Sauce, Mac & Cheese, Chick-fil-A Waffle Potato Fries®, or Fruit Cup), a kid’s size drink and a prize. ",https://www.cfacdn.com/img/order/menu/Online/Meals/Nov2019_kdMeal_5ctGrilledNug_desktop.png
02746,5 Points In-Line,https://order.chick-fil-a.com/menu/mobile-familymeals/30ct-nug-fammeals,Build your own Family Meal,196,30 ct Chick-fil-A® Nuggets,30 Ct Chick Fil A Nuggets,15.69,30,,"Bite-sized pieces of boneless chicken breast, seasoned to perfection, freshly breaded and pressure cooked in 100% refined peanut oil. Available with choice of dipping sauce.",https://www.cfacdn.com/img/order/menu/Online/Entrees/nuggets_30ct_PDP_Desk.png
02746,5 Points In-Line,https://order.chick-fil-a.com/menu/mobile-familymeals/4ct-entrees,Build your own Family Meal,197,4 ct Your Choice Sandwich,4 Ct Your Choice Sandwich,17.8,4,,Bundle of your choice of 4 entree items,
02746,5 Points In-Line,https://order.chick-fil-a.com/menu/mobile-familymeals/4ct-sides,Build your own Family Meal,198,4 ct Your Choice Sides,4 Ct Your Choice Sides,9.0,4,,Bundle of your choice of 4 side items,
02746,5 Points In-Line,https://order.chick-fil-a.com/menu/mobile-familymeals/4ct-dessert-bundle,Build your own Family Meal,199,4 ct Your Choice Desserts,4 Ct Your Choice Desserts,5.96,4,,Choose 4 desserts,
02746,5 Points In-Line,https://order.chick-fil-a.com/menu/mobile-familymeals/gallon-sweettea-fammeals,Build your own Family Meal,200,Gallon Freshly-Brewed Iced Tea Sweetened,Gallon Freshly Brewed Iced Tea Sweetened,6.25,1,,Freshly-brewed each day from a blend of tea leaves. Available sweetened with real cane sugar or unsweetened.,https://www.cfacdn.com/img/order/COM/Menu_Refresh/Drinks/Drinks%20Desktop/_0000s_0007_PDP_0000s_0010_tea_gallon.png
02746,5 Points In-Line,https://order.chick-fil-a.com/menu/mobile-familymeals/gallon-unsweettea-fammeals,Build your own Family Meal,201,Gallon Freshly-Brewed Iced Tea Unsweetened,Gallon Freshly Brewed Iced Tea Unsweetened,6.25,1,,Freshly-brewed each day from a premium blend of tea leaves.,https://www.cfacdn.com/img/order/COM/Menu_Refresh/Drinks/Drinks%20Desktop/_0000s_0011_Desktop__0000s_0009_unsweet_gallon.png
02746,5 Points In-Line,https://order.chick-fil-a.com/menu/mobile-familymeals/gallon-half-sweet-half-unsweet-tea,Build your own Family Meal,202,"Gallon Chick-fil-A® Iced Tea (1/2 Sweet Tea, 1/2 Unsweet Tea)",Gallon Chick Fil A Iced Tea 1 2 Sweet Tea 1 2 Unsweet Tea,6.25,1,,A gallon beverage container filled with ½ of our freshly-brewed sweet tea and ½ of our freshly-brewed unsweet tea.,https://www.cfacdn.com/img/order/COM/Menu_Refresh/Drinks/Drinks%20Desktop/_0000s_0007_PDP_0000s_0010_tea_gallon.png
02746,5 Points In-Line,https://order.chick-fil-a.com/menu/mobile-familymeals/gallon-lemonade-reg,Build your own Family Meal,203,Gallon Chick-fil-A® Lemonade,Gallon Chick Fil A Lemonade,12.0,1,,"Classic lemonade using three simple ingredients: real lemon juice—not from concentrate, cane sugar, and water.
",https://www.cfacdn.com/img/order/COM/Menu_Refresh/Drinks/Drinks%20Desktop/lemonadeGallon_desktop.png
02746,5 Points In-Line,https://order.chick-fil-a.com/menu/mobile-familymeals/gallon-lemonade-diet,Build your own Family Meal,204,Gallon Chick-fil-A® Diet Lemonade,Gallon Chick Fil A Diet Lemonade,12.0,1,,"Classic lemonade using three simple ingredients: real lemon juice—not from concentrate, Splenda® No Calorie Sweetener, and water.",https://www.cfacdn.com/img/order/COM/Menu_Refresh/Drinks/Drinks%20Desktop/dietLemonadeGallon_desktop.png
02746,5 Points In-Line,https://order.chick-fil-a.com/menu/mobile-familymeals/gallon-half-reg-half-diet-lem,Build your own Family Meal,205,"Gallon Chick-fil-A® Lemonade (1/2 Lemonade, 1/2 Diet Lemonade)",Gallon Chick Fil A Lemonade 1 2 Lemonade 1 2 Diet Lemonade,12.0,1,,A gallon beverage container filled with ½ of our regular Chick-fil-A® lemonade and ½ of our Chick-fil-A® diet lemonade. Diet Lemonade is sweetened with Splenda® No Calorie Sweetener.,https://www.cfacdn.com/img/order/COM/Menu_Refresh/Drinks/Drinks%20Desktop/lemonadeGallon_desktop.png
02746,5 Points In-Line,https://order.chick-fil-a.com/menu/mobile-familymeals/gallon-sweettea-lem,Build your own Family Meal,206,Gallon Sunjoy® w/ 1/2 Sweet Tea 1/2 Lemonade,Gallon Sunjoy W 1 2 Sweet Tea 1 2 Lemonade,10.25,1,,A refreshing combination of our classic Chick-fil-A® Lemonade and freshly-brewed Sweetened Iced Tea. ,https://www.cfacdn.com/img/order/menu/Online/Drinks/sunjoyGallon_desk.png
02746,5 Points In-Line,https://order.chick-fil-a.com/menu/mobile-familymeals/gallon-swttea-dietlem,Build your own Family Meal,207,"Gallon Sunjoy® (1/2 Sweet Tea, 1/2 Diet Lemonade)",Gallon Sunjoy 1 2 Sweet Tea 1 2 Diet Lemonade,10.25,1,,A refreshing combination of our classic Chick-fil-A® Diet Lemonade and freshly-brewed Sweetened Iced Tea. ,https://www.cfacdn.com/img/order/menu/Online/Drinks/sunjoyGallon_desk.png
02746,5 Points In-Line,https://order.chick-fil-a.com/menu/mobile-familymeals/gallon-unswt-lem,Build your own Family Meal,208,"Gallon Sunjoy® (1/2 Unsweet Tea, 1/2 Lemonade)",Gallon Sunjoy 1 2 Unsweet Tea 1 2 Lemonade,10.25,1,,A refreshing combination of our classic Chick-fil-A® Lemonade and freshly-brewed Unsweetened Iced Tea. ,https://www.cfacdn.com/img/order/menu/Online/Drinks/sunjoyGallon_desk.png
02746,5 Points In-Line,https://order.chick-fil-a.com/menu/mobile-familymeals/gallon-unswttea-dietlem,Build your own Family Meal,209,"Gallon Sunjoy® (1/2 Unsweet Tea, 1/2 Diet Lemonade)",Gallon Sunjoy 1 2 Unsweet Tea 1 2 Diet Lemonade,10.25,1,,A refreshing combination of our classic Chick-fil-A® Diet Lemonade and freshly-brewed Unsweetened Iced Tea. ,https://www.cfacdn.com/img/order/menu/Online/Drinks/sunjoyGallon_desk.png
02746,5 Points In-Line,https://order.chick-fil-a.com/menu/mobile-familymeals/8oz-sauces-alacarte-2,Build your own Family Meal,210,8oz Chick-fil-A® Sauce,8Oz Chick Fil A Sauce,2.75,1,,"An 8-ounce, squeezable bottle of our classic dipping sauce with notes of mustard and a smoky tang.",https://www.cfacdn.com/img/order/menu/Online/Modifiers/Sauces/8ozBottles/Apr2020_8ozBottle_CFA_desk.png
02746,5 Points In-Line,https://order.chick-fil-a.com/menu/mobile-8ozsauce-bottles/8oz-cfasauce-bottle-alacarte,8oz Sauces,211,8oz Chick-fil-A® Sauce,8Oz Chick Fil A Sauce,2.75,1,,"An 8-ounce, squeezable bottle of our classic dipping sauce with notes of mustard and a smoky tang.",https://www.cfacdn.com/img/order/menu/Online/Modifiers/Sauces/8ozBottles/Apr2020_8ozBottle_CFA_desk.png
